,bug_ref,commitID_1,commitID_2,filename,#line_changed-hist,#line_changed-myers,#line_changed-min,#line_changed-pat
158,HBASE-9426,c7a72479b6f06a1ab6de66d5d95257f87bb44500,c079ba4660,.../hbase/procedure/ProcedureManagerHost.java,116,116,116,116
159,HBASE-9426,c7a72479b6f06a1ab6de66d5d95257f87bb44500,c079ba4660,.../procedure/SimpleMasterProcedureManager.java,120,120,120,120
160,HBASE-10569,0e5d21e96ae24e8c658a1b74843b72bddcb7435,7716a3ca94,.../hbase/master/TestDistributedLogSplitting.java,133,133,133,133
161,HBASE-10569,0e5d21e96ae24e8c658a1b74843b72bddcb7435,7716a3ca94,.../hadoop/hbase/master/TestRollingRestart.java,144,144,144,144
162,HBASE-15467,65a8d77433cf72ce67e8b5e2efb35f2c2603c349,bdb0cc8808,.../org/apache/hadoop/hbase/TableDescriptor.java,165,165,165,165
163,HBASE-10569,0e5d21e96ae24e8c658a1b74843b72bddcb7435,7716a3ca94,.../hadoop/hbase/master/TestMasterNoCluster.java,178,178,178,178
164,HBASE-10569,0e5d21e96ae24e8c658a1b74843b72bddcb7435,7716a3ca94,.../hbase/master/balancer/BaseLoadBalancer.java,188,188,188,188
165,HBASE-15467,65a8d77433cf72ce67e8b5e2efb35f2c2603c349,bdb0cc8808,.../hadoop/hbase/util/FSTableDescriptors.java,229,229,229,229
166,HBASE-9426,c7a72479b6f06a1ab6de66d5d95257f87bb44500,c079ba4660,.../hbase/procedure/SimpleRSProcedureManager.java,263,263,263,263
167,HBASE-10569,0e5d21e96ae24e8c658a1b74843b72bddcb7435,7716a3ca94,.../hadoop/hbase/client/ConnectionAdapter.java,409,409,409,409
168,HBASE-15467,65a8d77433cf72ce67e8b5e2efb35f2c2603c349,bdb0cc8808,.../hbase/protobuf/generated/HBaseProtos.java,731,731,731,731
169,HBASE-10569,0e5d21e96ae24e8c658a1b74843b72bddcb7435,7716a3ca94,.../hadoop/hbase/master/MasterRpcServices.java,1194,1194,1194,1194
170,HBASE-9426,c7a72479b6f06a1ab6de66d5d95257f87bb44500,c079ba4660,.../hbase/protobuf/generated/HBaseProtos.java,1308,1308,1308,1308
171,HBASE-10569,0e5d21e96ae24e8c658a1b74843b72bddcb7435,7716a3ca94,.../hadoop/hbase/regionserver/RSRpcServices.java,1985,1985,1985,1985
