loc,add_loc,del_loc,com_num,fix_com_num,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,bug_coupling,near_bugs,faulty,file
52,12,7,3,0,0.000617300280137488,1,0,1,1,2216,738,2213,0,0,0,n,"pyramid_scaffolds_copydir.py/[MT]/query_interactive/body"
9,4,4,4,0,0.00062833860681145,2,0,2,0.75,715,178,621,3,0,0,n,"docs_tutorials_wiki2_src_views_tutorial_views_default.py/[MT]/edit_page/body"
2,0,0,1,0,6.77806910484972e-05,1,0,1,1,392,392,392,392,0,0,n,"pyramid_scripts_pcreate.py/[CN]/PCreateCommand/[MT]/_warn_pcreate_deprecated/body"
2,0,0,1,0,0.00101171192830028,1,0,1,1,2269,2269,2269,2269,0,0,n,"pyramid_interfaces.py/[CN]/IDict/[MT]/keys/body"
7,7,17,6,0,0.00206872343372433,2,1,1,0.833333333333333,2561,426,1447,0,0,0,n,"pyramid_encode.py/[MT]/url_quote/body"
4,0,0,1,0,0.000218157374933054,1,0,1,1,308,308,308,308,0,0,n,"docs_quick__tour_logging_hello__world_views.py/[MT]/my_view/body"
34,34,33,5,0,0.000740524139016084,3,0,3,0.4,1876,375,986,1,0,0,n,"pyramid_config_factories.py/[CN]/FactoriesConfiguratorMixin/[MT]/add_request_method/body"
4,3,24,2,0,0.000389338464891382,1,0,1,1,571,285,570,0,0,0,n,"pyramid_viewderivers.py/[MT]/secured_view/body"
2,0,0,1,0,0.00101171192830028,1,0,1,1,2269,2269,2269,2269,0,0,n,"pyramid_interfaces.py/[CN]/IDict/[MT]/clear/body"
22,12,4,12,0,0.00334981434201601,2,1,1,0.833333333333333,2267,188,1665,0,0,0,n,"pyramid_config_adapters.py/[CN]/AdaptersConfiguratorMixin/[MT]/add_subscriber/body"
19,2,2,3,0,0.000992001963516511,2,0,2,0.666666666666667,2162,720,1748,86,0,0,n,"docs_tutorials_wiki_src_authorization_tutorial_views.py/[MT]/login/body"
4,0,0,1,0,9.98303869636294e-05,1,0,1,1,210,210,210,210,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/__exit__/body"
16,2,0,2,0,0.000297475936987254,1,0,1,1,623,311,619,3,0,0,n,"docs_tutorials_wiki2_src_authentication_tutorial_views_auth.py/[MT]/login/body"
6,3,3,7,0,0.0033169680635303,3,1,2,0.571428571428571,2561,365,768,0,0,0,n,"pyramid_renderers.py/[MT]/get_renderer/body"
2,2,2,3,0,0.00107863436602702,2,0,2,0.666666666666667,2167,722,1471,0,0,0,n,"pyramid_interfaces.py/[CN]/IIntrospectable/[MT]/relate/body"
5,5,6,5,0,0.00108919668283229,3,0,3,0.4,2386,477,1032,6,0,0,n,"pyramid_request.py/[CN]/Request/[MT]/response/body"
3,0,0,1,0,0.000164295429612541,1,0,1,1,926,926,926,926,0,0,n,"pyramid_request.py/[CN]/CallbackMethodsMixin/[MT]/response_callbacks/body"
3,1,0,2,0,0.00016573424449349,2,0,2,0.5,1422,711,716,706,0,0,n,"pyramid_session.py/[CN]/PickleSerializer/[MT]/loads/body"
3,0,0,1,0,3.63734225232203e-05,1,0,1,1,124,124,124,124,0,0,n,"setup.py/[MT]/readfile/body"
89,16,15,7,0,0.000875913208104639,3,0,3,0.428571428571429,2216,316,930,0,0,0,n,"pyramid_scripts_pviews.py/[CN]/PViewsCommand/[MT]/_find_view/body"
4,4,4,3,0,0.000731178133772306,2,0,2,0.666666666666667,2216,738,1166,11,0,0,n,"pyramid_scripts_proutes.py/[CN]/PRoutesCommand/[MT]/_get_mapper/body"
2,2,2,4,0,0.00123757962861878,2,0,2,0.75,2166,541,1471,3,0,0,n,"pyramid_interfaces.py/[CN]/IIntrospector/[MT]/get_category/body"
3,1,0,2,0,0.00074030083856836,2,0,2,0.5,2494,1247,1825,668,0,0,n,"pyramid_authentication.py/[CN]/RemoteUserAuthenticationPolicy/[MT]/unauthenticated_userid/body"
3,0,0,1,0,0.00024699204904513,1,0,1,1,623,623,623,623,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_routes.py/[MT]/includeme/body"
3,3,3,2,0,0.00165761445157942,1,0,1,1,2561,1280,2330,230,0,0,n,"pyramid_registry.py/[CN]/Registry/[MT]/notify/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/HeaderPredicate/[MT]/text/body"
11,2,2,2,0,0.000720952712070105,1,0,1,1,2162,1081,2160,1,0,0,n,"pyramid_registry.py/[CN]/Introspector/[MT]/remove/body"
18,18,26,3,0,0.000409082941105973,1,0,1,1,246,82,134,5,0,0,n,"pyramid_router.py/[CN]/Router/[MT]/invoke_request/body"
6,4,18,16,0,0.00639996121903321,2,1,1,0.9375,2561,160,2125,0,0,0,n,"pyramid_traversal.py/[MT]/traversal_path/body"
6,6,5,5,0,0.00251270730326327,1,0,1,1,2561,512,2555,0,0,0,n,"pyramid_renderers.py/[CN]/RendererHelper/[MT]/renderer/body"
4,0,0,1,0,0.000209545112310682,1,0,1,1,630,630,630,630,0,0,n,"docs_tutorials_wiki2_src_views_tutorial_models_____init____.py/[MT]/get_session_factory/body"
9,9,7,3,0,0.000916541151834041,1,0,1,1,2329,776,1804,61,0,0,n,"pyramid_request.py/[CN]/Request/[MT]/is_response/body"
3,3,10,6,0,0.00242157500512536,3,2,1,0.666666666666667,2561,426,1357,0,0,0,n,"pyramid_security.py/[MT]/effective_principals/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_databases_tutorial_views.py/[CN]/WikiViews/[MT]/reqts/body"
82,82,63,25,0,0.00387319721962254,5,4,1,0.64,2561,102,867,0,0,0,n,"pyramid_urldispatch.py/[MT]/_compile_route/body"
6,0,0,1,0,0.000253169327707944,1,0,1,1,1463,1463,1463,1463,0,0,n,"pyramid_security.py/[MT]/_get_registry/body"
5,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_util.py/[MT]/as_sorted_tuple/body"
3,0,0,1,0,0.000401014530229198,1,0,1,1,2215,2215,2215,2215,0,0,n,"pyramid_scripts_pshell.py/[CN]/PShellCommand/[MT]/out/body"
10,1,1,2,0,0.000504137032940131,1,0,1,1,2216,1108,2145,70,0,0,n,"pyramid_scripts_pcreate.py/[CN]/PCreateCommand/[MT]/show_scaffolds/body"
15,15,13,3,0,0.000719348261022832,2,0,2,0.666666666666667,2268,756,1538,6,0,0,n,"pyramid_url.py/[CN]/URLMethodsMixin/[MT]/current_route_url/body"
44,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[MT]/rendered_view/body"
9,9,12,12,0,0.00417256549606364,2,1,1,0.916666666666667,2561,213,1311,0,0,0,n,"pyramid_renderers.py/[CN]/RendererHelper/[MT]/render/body"
51,32,26,24,0,0.00502559921043154,5,4,1,0.791666666666667,2267,94,473,0,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/setup_registry/body"
6,1,1,5,0,0.00288601256893519,2,0,2,0.8,2561,512,1811,0,0,0,n,"pyramid_view.py/[MT]/render_view/body"
6,5,2,2,0,0.00040821596115653,2,0,2,0.5,200,100,183,16,0,0,n,"pyramid_csrf.py/[CN]/SessionCSRFStoragePolicy/[MT]/get_csrf_token/body"
15,6,10,3,0,0.000402087566110507,2,0,2,0.666666666666667,2080,693,1741,0,0,0,n,"pyramid_config_adapters.py/[CN]/AdaptersConfiguratorMixin/[MT]/add_resource_url_adapter/body"
9,1,1,2,0,0.00139246504228511,2,0,2,0.5,2561,1280,1444,1117,0,0,n,"pyramid_i18n.py/[MT]/default_locale_negotiator/body"
4,0,0,1,0,0.000503316714765447,1,0,1,1,2260,2260,2260,2260,0,0,n,"pyramid_config_assets.py/[CN]/OverrideProvider/[MT]/_get_overrides/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_sessions_tutorial_views.py/[CN]/TutorialViews/[MT]/home/body"
2,2,2,2,0,0.000430974260252508,1,0,1,1,2248,1124,1308,940,0,0,n,"pyramid_registry.py/[CN]/Registry/[MT]/__nonzero__/body"
3,0,0,1,0,0.000164295429612541,1,0,1,1,926,926,926,926,0,0,n,"pyramid_request.py/[CN]/CallbackMethodsMixin/[MT]/finished_callbacks/body"
2,0,0,1,0,0.0002942037524952,1,0,1,1,2152,2152,2152,2152,0,0,n,"pyramid_path.py/[CN]/_CALLER_PACKAGE/[MT]/__repr__/body"
2,0,0,1,0,0.000227692711771356,1,0,1,1,2215,2215,2215,2215,0,0,n,"pyramid_scaffolds_template.py/[CN]/Template/[MT]/out/body"
5,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_debugtoolbar_tutorial_____init____.py/[MT]/main/body"
2,2,2,6,0,0.00352089048134089,2,1,1,0.833333333333333,2561,426,1217,2,0,0,n,"pyramid_interfaces.py/[CN]/IAuthenticationPolicy/[MT]/effective_principals/body"
3,0,0,1,0,0.000122450715705559,1,0,1,1,2099,2099,2099,2099,0,0,n,"docs_narr_hellotraversal.py/[MT]/hello_world_of_resources/body"
2,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_interfaces.py/[CN]/IRoute/[MT]/match/body"
2,0,0,1,0,0.000227692711771356,1,0,1,1,2215,2215,2215,2215,0,0,n,"pyramid_scaffolds_template.py/[CN]/Template/[MT]/makedirs/body"
5,1,1,2,0,0.000456681076257809,2,0,2,0.5,2349,1174,1175,1174,0,0,n,"pyramid_authentication.py/[CN]/SessionAuthenticationPolicy/[MT]/forget/body"
2,2,2,2,0,0.000720952712070105,1,0,1,1,2162,1081,2160,1,0,0,n,"pyramid_registry.py/[CN]/Introspector/[MT]/categories/body"
5,0,2,2,0,0.000230314647209579,1,0,1,1,568,284,473,94,0,0,n,"docs_tutorials_wiki_src_installation_tutorial_models.py/[MT]/appmaker/body"
10,1,0,2,0,0.000605872744063739,1,0,1,1,1507,753,1495,11,0,0,n,"docs_quick__tutorial_forms_tutorial_____init____.py/[MT]/main/body"
8,0,0,1,0,0.000469517428188601,1,0,1,1,2216,2216,2216,2216,0,0,n,"pyramid_scripts_ptweens.py/[CN]/PTweensCommand/[MT]/show_chain/body"
3,0,0,1,0,0.000172005115267003,1,0,1,1,465,465,465,465,0,0,n,"docs_quick__tutorial_authorization_tutorial_security.py/[MT]/hash_password/body"
2,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_security.py/[CN]/PermitsResult/[MT]/__str__/body"
2,0,0,1,0,0.00092177153284965,1,0,1,1,2330,2330,2330,2330,0,0,n,"pyramid_interfaces.py/[CN]/IResponse/[MT]/delete_cookie/body"
5,0,0,1,0,0.000260816885547734,1,0,1,1,2076,2076,2076,2076,0,0,n,"pyramid_response.py/[CN]/FileIter/[MT]/next/body"
2,0,0,1,0,0.00101171192830028,1,0,1,1,2269,2269,2269,2269,0,0,n,"pyramid_interfaces.py/[CN]/IDict/[MT]/__iter__/body"
2,1,1,4,0,0.00138515595755674,1,0,1,1,2162,540,2078,0,0,0,n,"pyramid_registry.py/[CN]/Introspectable/[MT]/unrelate/body"
3,0,0,1,0,9.98303869636294e-05,1,0,1,1,210,210,210,210,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/__enter__/body"
8,2,2,3,0,0.00044974479533728,2,0,2,0.666666666666667,717,239,320,87,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_views_default.py/[MT]/my_view/body"
2,0,0,1,0,0.000170941258798733,1,0,1,1,134,134,134,134,0,0,n,"pyramid_interfaces.py/[CN]/IRouter/[MT]/request_context/body"
7,7,7,6,0,0.00385823378505229,3,2,1,0.666666666666667,2561,426,1463,0,0,0,n,"pyramid_security.py/[MT]/principals_allowed_by_permission/body"
4,0,0,1,0,0.000220198962301374,1,0,1,1,630,630,630,630,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_models_____init____.py/[MT]/get_session_factory/body"
17,13,6,8,0,0.00380862627025717,3,2,1,0.75,2561,320,1420,0,0,0,n,"pyramid_traversal.py/[MT]/virtual_root/body"
7,4,0,3,0,0.000630946634454981,2,0,2,0.666666666666667,2262,754,1258,8,0,0,n,"pyramid_url.py/[MT]/static_path/body"
3,3,2,4,0,0.000918641985343238,1,0,1,1,1913,478,1558,2,0,0,n,"pyramid_config_util.py/[CN]/PredicateList/[MT]/add/body"
9,0,0,1,0,0.000413946276920094,1,0,1,1,2162,2162,2162,2162,0,0,n,"pyramid_registry.py/[CN]/Introspector/[MT]/_get_intrs_by_pairs/body"
7,0,0,1,0,0.000116452201254501,1,0,1,1,995,995,995,995,0,0,n,"pyramid_util.py/[MT]/get_callable_name/body"
21,5,3,5,0,0.00276360028176699,2,0,2,0.8,2561,512,1686,0,0,0,n,"pyramid_authorization.py/[CN]/ACLAuthorizationPolicy/[MT]/permits/body"
3,0,0,1,0,0.00017720659918623,1,0,1,1,1482,1482,1482,1482,0,0,n,"docs_quick__tutorial_retail__forms_tutorial_views.py/[CN]/WikiViews/[MT]/reqts/body"
6,6,3,6,0,0.0013888853855312,2,1,1,0.833333333333333,2216,369,1272,0,0,0,n,"pyramid_scripts_pcreate.py/[MT]/main/body"
19,19,13,10,0,0.00225224237462629,4,1,3,0.4,2561,256,1419,1,0,0,n,"pyramid_authentication.py/[CN]/AuthTktCookieHelper/[MT]/_get_cookies/body"
7,1,1,3,0,0.000458846942587951,3,0,3,0.333333333333333,1463,487,1335,0,0,0,n,"pyramid_security.py/[CN]/AuthenticationAPIMixin/[MT]/effective_principals/body"
3,0,1,2,0,0.000958652444812254,1,0,1,1,2267,1133,2260,7,0,0,n,"pyramid_config_security.py/[CN]/SecurityConfiguratorMixin/[MT]/_set_authentication_policy/body"
5,0,0,1,0,0.000296881791646675,1,0,1,1,1539,1539,1539,1539,0,0,n,"docs_quick__tour_requests_app.py/[MT]/hello_world/body"
2,1,1,2,0,0.000361309989955212,2,0,2,0.5,200,100,183,16,0,0,n,"pyramid_interfaces.py/[CN]/ICSRFStoragePolicy/[MT]/get_csrf_token/body"
3,3,3,2,0,0.000729951526195285,1,0,1,1,2216,1108,2146,70,0,0,n,"pyramid_scaffolds_template.py/[CN]/Template/[MT]/pre/body"
2,0,0,1,0,0.00092177153284965,1,0,1,1,2330,2330,2330,2330,0,0,n,"pyramid_interfaces.py/[CN]/IResponse/[MT]/conditional_response_app/body"
54,54,54,3,0,0.000600510507235613,3,0,3,0.333333333333333,1821,607,826,395,0,0,n,"pyramid_util.py/[CN]/TopologicalSorter/[MT]/sorted/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_more__view__classes_tutorial_views.py/[CN]/TutorialViews/[MT]/home/body"
9,3,3,3,0,0.00173601563592437,2,0,2,0.666666666666667,2561,853,2557,0,0,0,n,"pyramid_path.py/[MT]/package_path/body"
10,7,4,9,0,0.00294434078280889,2,1,1,0.888888888888889,2267,251,2165,0,0,0,n,"pyramid_config_factories.py/[CN]/FactoriesConfiguratorMixin/[MT]/set_session_factory/body"
9,1,3,3,0,0.00106405001979626,2,0,2,0.666666666666667,2561,853,1993,94,0,0,n,"docs_tutorials_wiki_src_authorization_tutorial_models.py/[MT]/appmaker/body"
4,1,1,2,0,0.000165915951452352,1,0,1,1,327,163,326,0,0,0,n,"docs_tutorials_wiki_src_authorization_tutorial_security.py/[MT]/check_password/body"
10,0,0,1,0,0.00017720659918623,1,0,1,1,1482,1482,1482,1482,0,0,n,"docs_quick__tutorial_retail__forms_tutorial_____init____.py/[MT]/main/body"
2,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_threadlocal.py/[MT]/defaults/body"
2,0,0,1,0,0.000170941258798733,1,0,1,1,134,134,134,134,0,0,n,"pyramid_threadlocal.py/[CN]/RequestContext/[MT]/__enter__/body"
3,3,3,2,0,0.000700251208664866,1,0,1,1,2299,1149,2299,0,0,0,n,"pyramid_util.py/[CN]/WeakOrderedSet/[MT]/__contains__/body"
2,2,2,5,0,0.00311640807096961,1,0,1,1,2561,512,2242,27,0,0,n,"pyramid_interfaces.py/[CN]/IStaticURLInfo/[MT]/add/body"
3,0,0,1,0,0.00024699204904513,1,0,1,1,623,623,623,623,0,0,n,"pyramid_scaffolds_alchemy_+package+_routes.py/[MT]/includeme/body"
3,3,4,6,0,0.00182290525876849,2,1,1,0.833333333333333,2267,377,1741,0,0,0,n,"pyramid_config_tweens.py/[CN]/TweensConfiguratorMixin/[MT]/add_tween/body"
7,1,1,2,0,0.000680690448588732,2,0,2,0.5,2362,1181,1367,995,0,0,n,"pyramid_scaffolds_zodb_+package+_models.py/[MT]/appmaker/body"
4,0,0,1,0,0.000205351786196527,1,0,1,1,633,633,633,633,0,0,n,"docs_tutorials_wiki2_src_basiclayout_tutorial_models_____init____.py/[MT]/get_session_factory/body"
4,4,4,2,0,0.000784002811891932,2,0,2,0.5,2260,1130,1339,920,0,0,n,"pyramid_config_assets.py/[CN]/PackageOverrides/[MT]/has_resource/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_templating_tutorial_views.py/[MT]/home/body"
4,0,0,1,0,0.000218157374933054,1,0,1,1,308,308,308,308,0,0,n,"docs_quick__tour_sqla__demo_sqla__demo_views_notfound.py/[MT]/notfound_view/body"
2,2,2,3,0,0.00235022791637338,1,0,1,1,2561,853,2377,65,0,0,n,"pyramid_interfaces.py/[CN]/ITraverser/[MT]/__call__/body"
3,1,1,7,0,0.00174116445892342,4,3,1,0.571428571428571,2507,358,1886,0,0,0,n,"pyramid_traversal.py/[MT]/resource_path_tuple/body"
13,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[MT]/attr_wrapped_view/body"
13,6,4,7,0,0.00330456676857836,2,0,2,0.714285714285714,2561,365,1230,1,0,0,n,"pyramid_renderers.py/[MT]/string_renderer_factory/body"
3,0,0,1,0,0.000189606046600464,1,0,1,1,568,568,568,568,0,0,n,"docs_tutorials_wiki2_src_installation_tutorial_routes.py/[MT]/includeme/body"
4,1,1,2,0,0.000483480521720281,2,0,2,0.5,2055,1027,1337,717,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_scripts_initializedb.py/[MT]/usage/body"
2,1,1,2,0,0.000361309989955212,2,0,2,0.5,200,100,183,16,0,0,n,"pyramid_interfaces.py/[CN]/ICSRFStoragePolicy/[MT]/new_csrf_token/body"
3,1,1,5,0,0.00112879132268064,3,0,3,0.4,2216,443,1229,1,0,0,n,"pyramid_scripts_pserve.py/[CN]/PServeCommand/[MT]/out/body"
3,1,1,2,0,0.000298500787958482,2,0,2,0.5,2302,1151,2189,113,0,0,n,"pyramid_response.py/[CN]/response_adapter/[MT]/__call__/body"
8,8,8,2,0,0.000599682342117362,1,0,1,1,2152,1076,2152,0,0,0,n,"pyramid_path.py/[CN]/DottedNameResolver/[MT]/maybe_resolve/body"
16,0,0,1,0,0.000132083827236371,1,0,1,1,614,614,614,614,0,0,n,"pyramid_util.py/[MT]/hide_attrs/body"
24,9,8,8,0,0.00184231583621151,4,2,2,0.5,2247,280,1067,0,0,0,n,"pyramid_authentication.py/[MT]/parse_ticket/body"
4,0,0,1,0,0.000189606046600464,1,0,1,1,568,568,568,568,0,0,n,"docs_tutorials_wiki2_src_installation_tutorial_views_notfound.py/[MT]/notfound_view/body"
5,2,2,3,0,0.00107547316777422,1,0,1,1,2162,720,2157,1,0,0,n,"pyramid_registry.py/[CN]/Introspector/[MT]/categorized/body"
17,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_databases_tutorial_views.py/[CN]/WikiViews/[MT]/wikipage_add/body"
3,3,3,3,0,0.00110815545336803,1,0,1,1,2216,738,2145,0,0,0,n,"pyramid_scripts_pviews.py/[MT]/main/body"
2,0,0,1,0,0.000587535262662513,1,0,1,1,2546,2546,2546,2546,0,0,n,"docs_conf.py/[MT]/nothing/body"
17,0,0,1,0,0.00017720659918623,1,0,1,1,1482,1482,1482,1482,0,0,n,"docs_quick__tutorial_retail__forms_tutorial_views.py/[CN]/WikiViews/[MT]/wikipage_edit/body"
3,3,3,2,0,0.000297725172669878,1,0,1,1,2262,1131,2262,0,0,0,n,"pyramid_url.py/[MT]/current_route_path/body"
8,8,9,8,0,0.00116920924675537,1,0,1,1,2245,280,2076,0,0,0,n,"pyramid_static.py/[MT]/_secure_path/body"
11,0,0,1,0,0.000266513537989901,1,0,1,1,2216,2216,2216,2216,0,0,n,"pyramid_scripts_pcreate.py/[CN]/PCreateCommand/[MT]/all_scaffolds/body"
5,5,4,2,0,0.000784002811891932,2,0,2,0.5,2260,1130,1339,920,0,0,n,"pyramid_config_assets.py/[CN]/PackageOverrides/[MT]/get_filename/body"
6,0,0,1,0,0.000220369160111359,1,0,1,1,1891,1891,1891,1891,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/get_predlist/body"
2,0,0,3,0,0.000631513820065539,2,0,2,0.666666666666667,1507,502,1351,24,0,0,n,"docs_quick__tutorial_debugtoolbar_tutorial_____init____.py/[MT]/hello_world/body"
3,0,0,1,0,0.000296881791646675,1,0,1,1,1539,1539,1539,1539,0,0,n,"docs_quick__tour_views_views.py/[MT]/home_view/body"
2,0,0,1,0,0.00101171192830028,1,0,1,1,2269,2269,2269,2269,0,0,n,"pyramid_interfaces.py/[CN]/IDict/[MT]/items/body"
4,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_databases_tutorial_initialize__db.py/[MT]/usage/body"
14,7,5,8,0,0.00139048471488146,5,4,1,0.5,2055,256,761,0,0,0,n,"pyramid_scaffolds_alchemy_+package+_scripts_initializedb.py/[MT]/main/body"
3,0,0,1,0,0.000210770195618048,1,0,1,1,604,604,604,604,0,0,n,"pyramid_config_views.py/[CN]/ViewDeriverInfo/[MT]/settings/body"
20,19,7,5,0,0.00039326941430925,2,0,2,0.6,995,199,937,0,0,0,n,"pyramid_view.py/[MT]/_find_views/body"
81,23,21,5,0,0.000782594673645015,3,0,3,0.6,2216,443,816,0,0,0,n,"pyramid_scaffolds_copydir.py/[MT]/copy_dir/body"
11,3,3,3,0,0.000270676545568922,2,0,2,0.666666666666667,1037,345,656,46,0,0,n,"pyramid_compat.py/[MT]/is_unbound_method/body"
16,16,14,17,0,0.00384575539775701,5,4,1,0.529411764705882,2545,149,1204,0,0,0,n,"docs_tutorials_wiki_src_authorization_tutorial_____init____.py/[MT]/main/body"
2,1,1,2,0,0.00153768197763901,2,0,2,0.5,2561,1280,1471,1089,0,0,n,"pyramid_interfaces.py/[CN]/IViewPermission/[MT]/__call__/body"
2,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_security.py/[CN]/AllPermissionsList/[MT]/__eq__/body"
20,0,0,1,0,0.00024699204904513,1,0,1,1,623,623,623,623,0,0,n,"docs_tutorials_wiki2_src_authentication_tutorial_scripts_initializedb.py/[MT]/main/body"
2,2,2,4,0,0.00134530894489437,1,0,1,1,2290,572,2276,0,0,0,n,"pyramid_interfaces.py/[CN]/IRequestHandler/[MT]/__call__/body"
4,4,3,5,0,0.00118424092375185,2,0,2,0.8,1911,382,1499,9,0,0,n,"pyramid_config_routes.py/[CN]/RoutesConfiguratorMixin/[MT]/add_default_route_predicates/body"
4,0,0,1,0,0.000296881791646675,1,0,1,1,1539,1539,1539,1539,0,0,n,"docs_quick__tour_routing_views.py/[MT]/hello_world/body"
2,0,0,1,0,0.000247403037004652,1,0,1,1,1634,1634,1634,1634,0,0,n,"pyramid_interfaces.py/[CN]/IPEP302Loader/[MT]/is_package/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_more__view__classes_tutorial_views.py/[CN]/TutorialViews/[MT]/hello/body"
10,10,7,3,0,0.000734586110445605,2,0,2,0.666666666666667,2271,757,1876,97,0,0,n,"pyramid_settings.py/[MT]/aslist/body"
5,0,0,1,0,0.000189606046600464,1,0,1,1,568,568,568,568,0,0,n,"docs_tutorials_wiki2_src_installation_tutorial_models_____init____.py/[MT]/get_tm_session/body"
2,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_urldispatch.py/[CN]/RoutesMapper/[MT]/get_route/body"
4,1,1,2,0,0.000544141812300203,2,0,2,0.5,2216,1108,2208,8,0,0,n,"pyramid_scaffolds_copydir.py/[MT]/url_quote/body"
2,2,2,2,0,0.0018965285969186,1,0,1,1,2561,1280,2496,65,0,0,n,"pyramid_interfaces.py/[CN]/IDefaultRootFactory/[MT]/__call__/body"
2,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[MT]/requestonly/body"
2,2,2,3,0,0.000599682342117362,2,0,2,0.666666666666667,2152,717,1470,0,0,0,n,"pyramid_path.py/[CN]/PkgResourcesAssetDescriptor/[MT]/abspath/body"
8,2,1,8,0,0.00169484107682534,3,2,1,0.75,2362,295,872,5,0,0,n,"pyramid_scaffolds_____init____.py/[CN]/PyramidTemplate/[MT]/pre/body"
4,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/PhysicalPathPredicate/[MT]/__call__/body"
2,1,1,3,0,0.000685070426888899,3,0,3,0.333333333333333,2247,749,1820,42,0,0,n,"pyramid_authentication.py/[CN]/AuthTicket/[MT]/digest/body"
7,0,0,1,0,0.000224126635543973,1,0,1,1,200,200,200,200,0,0,n,"pyramid_csrf.py/[CN]/CookieCSRFStoragePolicy/[MT]/get_csrf_token/body"
2,0,0,1,0,0.00092177153284965,1,0,1,1,2330,2330,2330,2330,0,0,n,"pyramid_interfaces.py/[CN]/IResponse/[MT]/encode_content/body"
3,2,9,3,0,0.0017034630876994,2,0,2,0.666666666666667,2561,853,1462,0,0,0,n,"pyramid_security.py/[MT]/authenticated_userid/body"
29,9,9,5,0,0.00032787572090638,2,0,2,0.6,872,174,552,0,0,0,n,"pyramid_scripts_pcreate.py/[CN]/PCreateCommand/[MT]/validate_input/body"
2,0,0,1,0,0.000342371220772218,1,0,1,1,2361,2361,2361,2361,0,0,n,"pyramid_interfaces.py/[CN]/IMultiDict/[MT]/getall/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/XHRPredicate/[MT]/text/body"
14,7,5,5,0,0.00121457469864319,3,0,3,0.6,1539,307,819,0,0,0,n,"docs_quick__tour_sqla__demo_sqla__demo_scripts_initializedb.py/[MT]/main/body"
5,3,4,5,0,0.000739518167640863,2,0,2,0.8,200,40,182,0,0,0,n,"pyramid_csrf.py/[MT]/get_csrf_token/body"
2,2,2,2,0,0.000599682342117362,1,0,1,1,2152,1076,2152,0,0,0,n,"pyramid_path.py/[CN]/PkgResourcesAssetDescriptor/[MT]/listdir/body"
4,0,0,1,0,0.00024699204904513,1,0,1,1,623,623,623,623,0,0,n,"docs_tutorials_wiki2_src_authentication_tutorial_views_notfound.py/[MT]/notfound_view/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_view__classes_tutorial_views.py/[CN]/TutorialViews/[MT]/hello/body"
27,27,18,9,0,0.00102301432490969,3,1,2,0.666666666666667,2169,241,724,0,0,0,n,"pyramid_scripts_pshell.py/[CN]/PShellCommand/[MT]/make_shell/body"
