loc,add_loc,del_loc,com_num,fix_com_num,hcm,dev_total,dev_minor,dev_major,dev_ownership,period,avg_period,max_interval,min_interval,bug_coupling,near_bugs,faulty,file
13,3,3,3,0,0.000741018396197623,2,0,2,0.666666666666667,2216,738,1524,60,0,0,n,"pyramid_scaffolds_copydir.py/[MT]/should_skip_file/body"
29,29,22,4,0,0.00207046252701872,2,0,2,0.75,2267,566,1288,38,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/_fix_registry/body"
15,7,6,6,0,0.00256762434062291,3,2,1,0.666666666666667,2561,426,1874,4,0,0,n,"docs_tutorials_wiki_src_views_tutorial_views.py/[MT]/add_page/body"
9,4,2,4,0,0.000549853731402745,2,0,2,0.75,200,50,183,0,0,0,n,"pyramid_config_security.py/[CN]/SecurityConfiguratorMixin/[MT]/set_csrf_storage_policy/body"
27,4,2,4,0,0.00155954704396764,2,0,2,0.75,2561,640,995,490,0,0,n,"pyramid_authorization.py/[CN]/ACLAuthorizationPolicy/[MT]/principals_allowed_by_permission/body"
6,6,10,4,0,0.000438784008887774,3,0,3,0.5,1039,259,545,27,0,0,n,"pyramid_scripts_proutes.py/[CN]/PRoutesCommand/[MT]/proutes_file_config/body"
3,3,25,4,0,0.00053379112696894,1,0,1,1,2130,532,1041,12,0,0,n,"pyramid_util.py/[CN]/InstancePropertyMixin/[MT]/set_property/body"
2,0,0,1,0,2.91241996677167e-05,1,0,1,1,740,740,740,740,0,0,n,"pyramid_config_util.py/[CN]/PredicateList/[MT]/names/body"
15,1,1,3,0,0.000222055013405063,2,0,2,0.666666666666667,2080,693,1542,0,0,0,n,"pyramid_config_adapters.py/[CN]/AdaptersConfiguratorMixin/[MT]/add_traverser/body"
12,12,14,12,0,0.00312114127983538,5,3,2,0.416666666666667,2545,212,1204,9,0,0,n,"docs_tutorials_wiki_src_views_tutorial_____init____.py/[MT]/main/body"
8,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_sessions_tutorial_views.py/[CN]/TutorialViews/[MT]/counter/body"
10,6,2,10,0,0.0035696517478644,5,4,1,0.6,2561,256,1286,0,0,0,n,"pyramid_wsgi.py/[MT]/wsgiapp/body"
21,0,0,1,0,0.000138379496731238,1,0,1,1,1050,1050,1050,1050,0,0,n,"pyramid_scripts_proutes.py/[MT]/_get_view_module/body"
8,0,0,1,0,0.000218157374933054,1,0,1,1,308,308,308,308,0,0,n,"docs_quick__tour_logging_hello__world_____init____.py/[MT]/main/body"
51,18,19,13,0,0.00308045093567208,2,1,1,0.923076923076923,2507,192,1182,0,0,0,n,"pyramid_traversal.py/[CN]/ResourceTreeTraverser/[MT]/__call__/body"
37,6,1,4,0,0.000442601480641458,3,0,3,0.5,2206,551,880,0,0,0,n,"pyramid_scripts_pserve.py/[MT]/cherrypy_server_runner/body"
2,0,0,1,0,0.00101171192830028,1,0,1,1,2269,2269,2269,2269,0,0,n,"pyramid_interfaces.py/[CN]/IDict/[MT]/__getitem__/body"
20,8,3,7,0,0.000958772813240456,2,0,2,0.571428571428571,2298,328,869,0,0,0,n,"pyramid_scripting.py/[MT]/prepare/body"
4,0,0,1,0,0.000156634864961026,1,0,1,1,182,182,182,182,0,0,n,"pyramid_csrf.py/[CN]/LegacySessionCSRFStoragePolicy/[MT]/check_csrf_token/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_views_tutorial_views.py/[MT]/hello/body"
4,4,6,10,0,0.00254125139604639,4,1,3,0.4,2561,256,1476,0,0,0,n,"pyramid_paster.py/[MT]/get_app/body"
6,0,0,1,0,0.000469517428188601,1,0,1,1,2216,2216,2216,2216,0,0,n,"pyramid_scaffolds_template.py/[MT]/substitute_double_braces/body"
33,0,0,1,0,0.000130497508343203,1,0,1,1,396,396,396,396,0,0,n,"pyramid_config_views.py/[MT]/runtime_exc_view/body"
4,4,3,7,0,0.00230243469000045,3,1,2,0.571428571428571,2561,365,1419,0,0,0,n,"pyramid_authentication.py/[CN]/AuthTktCookieHelper/[MT]/forget/body"
3,2,13,6,0,0.00337304275568294,3,2,1,0.666666666666667,2561,426,1357,0,0,0,n,"pyramid_security.py/[MT]/has_permission/body"
3,3,3,2,0,0.000857076363615311,1,0,1,1,2544,1272,2330,213,0,0,n,"pyramid_registry.py/[CN]/Registry/[MT]/_set_settings/body"
4,0,0,1,0,0.000296881791646675,1,0,1,1,1539,1539,1539,1539,0,0,n,"docs_quick__tour_view__classes_views.py/[CN]/HelloWorldViews/[MT]/delete_view/body"
2,0,0,1,0,0.00101171192830028,1,0,1,1,2269,2269,2269,2269,0,0,n,"pyramid_interfaces.py/[CN]/IDict/[MT]/pop/body"
4,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_databases_tutorial_views.py/[CN]/WikiViews/[MT]/wiki_form/body"
3,3,3,2,0,0.000729951526195285,1,0,1,1,2216,1108,2146,70,0,0,n,"pyramid_scaffolds_template.py/[CN]/Template/[MT]/post/body"
2,0,0,1,0,0.000342371220772218,1,0,1,1,2361,2361,2361,2361,0,0,n,"pyramid_interfaces.py/[CN]/IMultiDict/[MT]/mixed/body"
6,4,1,3,0,0.00166340353379005,2,0,2,0.666666666666667,2561,853,1570,334,0,0,n,"pyramid_i18n.py/[CN]/Translations/[MT]/dugettext/body"
3,0,0,1,0,0.000296881791646675,1,0,1,1,1539,1539,1539,1539,0,0,n,"docs_quick__tour_templating_views.py/[MT]/hello_world/body"
8,4,9,14,0,0.00354165100968994,3,1,2,0.5,2544,181,796,0,0,0,n,"docs_tutorials_wiki2_src_basiclayout_tutorial_____init____.py/[MT]/main/body"
2,0,0,1,0,0.000111014094438884,1,0,1,1,421,421,421,421,0,0,n,"pyramid_scripting.py/[CN]/AppEnvironment/[MT]/__enter__/body"
16,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[MT]/owrapped_view/body"
11,1,1,4,0,0.000544045908750431,1,0,1,1,717,179,691,0,0,0,n,"pyramid_static.py/[CN]/ManifestCacheBuster/[MT]/manifest/body"
5,0,0,1,0,0.000122258144971442,1,0,1,1,214,214,214,214,0,0,n,"pyramid_scripts_pserve.py/[CN]/PServeCommand/[MT]/guess_server_url/body"
2,1,1,2,0,0.00151790911356581,1,0,1,1,2561,1280,2361,199,0,0,n,"pyramid_interfaces.py/[CN]/IRoutesMapper/[MT]/__call__/body"
2,2,2,2,0,0.000599682342117362,1,0,1,1,2152,1076,2152,0,0,0,n,"pyramid_path.py/[CN]/FSAssetDescriptor/[MT]/abspath/body"
3,3,33,8,0,0.00334262647329933,4,2,2,0.5,2561,320,1357,0,0,0,n,"pyramid_i18n.py/[MT]/get_localizer/body"
4,1,1,2,0,0.000544141812300203,2,0,2,0.5,2216,1108,2208,8,0,0,n,"pyramid_scaffolds_copydir.py/[MT]/html_quote/body"
3,3,3,6,0,0.00258950506061857,4,3,1,0.5,2561,426,1174,42,0,0,n,"pyramid_authentication.py/[CN]/AuthTktAuthenticationPolicy/[MT]/remember/body"
40,30,14,31,0,0.00274150062952015,8,6,2,0.387096774193548,2268,73,850,0,0,0,n,"pyramid_url.py/[CN]/URLMethodsMixin/[MT]/resource_url/body"
2,1,1,2,0,0.00124461614511145,2,0,2,0.5,2561,1280,2415,146,0,0,n,"pyramid_security.py/[CN]/AllPermissionsList/[MT]/__iter__/body"
3,1,1,2,0,0.000347365679588798,2,0,2,0.5,1539,769,892,646,0,0,n,"docs_quick__tour_static__assets_views.py/[MT]/hello_world/body"
3,3,11,6,0,0.000822392292240422,4,3,1,0.5,2492,415,2262,0,0,0,n,"pyramid_url.py/[MT]/current_route_url/body"
2,2,2,8,0,0.00371896433740253,4,3,1,0.625,2561,320,1217,0,0,0,n,"pyramid_interfaces.py/[CN]/IAuthenticationPolicy/[MT]/remember/body"
23,0,0,1,0,0.00020487686660201,1,0,1,1,986,986,986,986,0,0,n,"pyramid_util.py/[CN]/InstancePropertyHelper/[MT]/make_property/body"
4,0,0,1,0,0.00024699204904513,1,0,1,1,623,623,623,623,0,0,n,"docs_tutorials_wiki2_src_authentication_tutorial_security.py/[CN]/MyAuthenticationPolicy/[MT]/authenticated_userid/body"
4,2,2,2,0,0.000784002811891932,2,0,2,0.5,2260,1130,1339,920,0,0,n,"pyramid_config_assets.py/[CN]/DirectoryOverride/[MT]/__call__/body"
27,1,1,4,0,0.000458455452915533,3,0,3,0.5,200,50,182,0,0,0,n,"pyramid_csrf.py/[MT]/check_csrf_origin/body"
7,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_i18n.py/[CN]/Translations/[MT]/merge/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_request__response_tutorial_views.py/[CN]/TutorialViews/[MT]/home/body"
20,14,6,6,0,0.000873131664574361,3,2,1,0.666666666666667,2055,342,765,0,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_scripts_initializedb.py/[MT]/main/body"
3,1,1,2,0,0.000699596717780647,2,0,2,0.5,2267,1133,1675,592,0,0,n,"pyramid_config_____init____.py/[CN]/Configurator/[MT]/end/body"
4,4,4,2,0,0.000548227762721586,1,0,1,1,2243,1121,2076,167,0,0,n,"pyramid_static.py/[MT]/_contains_slash/body"
2,0,0,1,0,0.000170941258798733,1,0,1,1,134,134,134,134,0,0,n,"pyramid_threadlocal.py/[CN]/RequestContext/[MT]/__exit__/body"
13,1,0,2,0,0.000605872744063739,1,0,1,1,1507,753,1495,11,0,0,n,"docs_quick__tutorial_authentication_tutorial_____init____.py/[MT]/main/body"
14,8,9,9,0,0.00204321105767072,4,2,2,0.444444444444444,2557,284,1346,0,0,0,n,"pyramid_session.py/[MT]/signed_deserialize/body"
7,1,0,2,0,0.000577775926194196,1,0,1,1,1507,753,1482,24,0,0,n,"docs_quick__tutorial_jinja2_tutorial_____init____.py/[MT]/main/body"
2,0,0,1,0,0.000260434098006684,1,0,1,1,2146,2146,2146,2146,0,0,n,"pyramid_scaffolds_template.py/[CN]/Template/[MT]/check_vars/body"
2,0,0,1,0,0.000604658022130007,1,0,1,1,2558,2558,2558,2558,0,0,n,"pyramid_interfaces.py/[CN]/ISession/[MT]/changed/body"
4,1,1,2,0,0.000392390381161776,1,0,1,1,627,313,621,6,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_views_auth.py/[MT]/forbidden_view/body"
3,3,2,3,0,0.00198491698367981,2,0,2,0.666666666666667,2561,853,1825,67,0,0,n,"pyramid_authentication.py/[CN]/RemoteUserAuthenticationPolicy/[MT]/forget/body"
2,2,2,2,0,0.0018965285969186,1,0,1,1,2561,1280,2496,65,0,0,n,"pyramid_interfaces.py/[CN]/ISecuredView/[MT]/__call_permissive__/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/PhysicalPathPredicate/[MT]/text/body"
5,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_util.py/[MT]/is_string_or_iterable/body"
3,0,0,1,0,0.000296881791646675,1,0,1,1,1539,1539,1539,1539,0,0,n,"docs_quick__tour_views_views.py/[MT]/exception_view/body"
3,2,1,2,0,0.00016573424449349,2,0,2,0.5,1422,711,716,706,0,0,n,"pyramid_session.py/[CN]/PickleSerializer/[MT]/dumps/body"
15,0,0,1,0,0.00017720659918623,1,0,1,1,1482,1482,1482,1482,0,0,n,"docs_quick__tutorial_retail__forms_tutorial_views.py/[CN]/WikiViews/[MT]/wikipage_add/body"
5,0,0,1,0,0.00017720659918623,1,0,1,1,1482,1482,1482,1482,0,0,n,"docs_quick__tutorial_retail__forms_tutorial_views.py/[CN]/WikiViews/[MT]/wikipage_view/body"
3,1,1,3,0,0.00177718716682895,2,0,2,0.666666666666667,2561,853,2443,4,0,0,n,"pyramid_events.py/[CN]/subscriber/[MT]/__call__/body"
4,0,0,1,0,0.000321061084330735,1,0,1,1,2299,2299,2299,2299,0,0,n,"pyramid_util.py/[CN]/WeakOrderedSet/[MT]/empty/body"
14,0,0,1,0,0.000189606046600464,1,0,1,1,568,568,568,568,0,0,n,"docs_tutorials_wiki2_src_installation_tutorial_scripts_initializedb.py/[MT]/main/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_views_tutorial_views.py/[MT]/home/body"
5,5,5,4,0,0.00119880147607313,3,0,3,0.5,2268,567,926,262,0,0,n,"pyramid_request.py/[CN]/CallbackMethodsMixin/[MT]/_process_response_callbacks/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/RequestTypePredicate/[MT]/__call__/body"
3,1,1,2,0,0.000155481298947456,1,0,1,1,2145,1072,2145,0,0,0,n,"pyramid_scripts_prequest.py/[MT]/main/body"
13,13,12,8,0,0.00243667445444311,2,1,1,0.875,2561,320,1116,4,0,0,n,"pyramid_view.py/[CN]/AppendSlashNotFoundViewFactory/[MT]/__call__/body"
7,7,7,2,0,0.000952329632587738,2,0,2,0.5,2267,1133,1339,928,0,0,n,"pyramid_config_views.py/[CN]/MultiView/[MT]/__call__/body"
7,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/CheckCSRFTokenPredicate/[MT]/__call__/body"
4,4,7,2,0,0.000369204943611433,1,0,1,1,1339,669,692,647,0,0,n,"pyramid_config_assets.py/[CN]/FSAssetSource/[MT]/get_filename/body"
6,6,6,18,0,0.00160644784672234,5,3,2,0.444444444444444,1487,82,992,0,0,0,n,"pyramid_session.py/[MT]/SignedCookieSessionFactory/body"
9,3,0,4,0,0.000677603163954979,3,0,3,0.5,630,157,470,0,0,0,n,"docs_tutorials_wiki2_src_views_tutorial_models_____init____.py/[MT]/includeme/body"
3,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_authorization_tutorial_views.py/[CN]/TutorialViews/[MT]/home/body"
8,0,0,1,0,0.000255838554228001,1,0,1,1,2297,2297,2297,2297,0,0,n,"pyramid_scripting.py/[MT]/_make_request/body"
7,7,7,2,0,0.000952329632587738,2,0,2,0.5,2267,1133,1339,928,0,0,n,"pyramid_config_views.py/[CN]/MultiView/[MT]/match/body"
2,1,1,2,0,0.000466108315860968,2,0,2,0.5,1634,817,1203,430,0,0,n,"pyramid_interfaces.py/[CN]/IPEP302Loader/[MT]/get_source/body"
8,3,13,4,0,0.000563695444874821,1,0,1,1,2227,556,2125,0,0,0,n,"pyramid_traversal.py/[MT]/traversal_path_info/body"
6,0,0,1,0,0.00024699204904513,1,0,1,1,623,623,623,623,0,0,n,"docs_tutorials_wiki2_src_views_tutorial_routes.py/[MT]/includeme/body"
17,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_databases_tutorial_views.py/[CN]/WikiViews/[MT]/wikipage_edit/body"
9,3,0,4,0,0.000666748543101455,3,0,3,0.5,630,157,470,0,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_models_____init____.py/[MT]/includeme/body"
34,34,16,19,0,0.00325816887455887,7,5,2,0.473684210526316,2561,134,692,0,0,0,n,"pyramid_authentication.py/[CN]/AuthTktCookieHelper/[MT]/remember/body"
2,1,1,2,0,0.00040821596115653,2,0,2,0.5,200,100,183,16,0,0,n,"pyramid_config_security.py/[CN]/SecurityConfiguratorMixin/[MT]/add_default_security/body"
3,1,1,2,0,0.000270020923278377,2,0,2,0.5,872,436,552,320,0,0,n,"pyramid_scripts_pcreate.py/[CN]/PCreateCommand/[MT]/output_path/body"
3,3,3,2,0,0.000528089134131137,2,0,2,0.5,1634,817,1339,294,0,0,n,"pyramid_config_assets.py/[CN]/PackageOverrides/[MT]/is_package/body"
4,4,8,7,0,0.000566221986279049,4,2,2,0.428571428571429,2163,309,1592,0,0,0,n,"pyramid_paster.py/[MT]/setup_logging/body"
4,1,1,4,0,0.000681827911376955,4,0,4,0.25,1892,473,996,157,0,0,n,"pyramid_config_adapters.py/[CN]/AdaptersConfiguratorMixin/[MT]/add_subscriber_predicate/body"
7,1,0,2,0,0.000605872744063739,1,0,1,1,1507,753,1495,11,0,0,n,"docs_quick__tutorial_more__view__classes_tutorial_____init____.py/[MT]/main/body"
4,0,0,1,0,0.000129677158746207,1,0,1,1,1558,1558,1558,1558,0,0,n,"pyramid_config_util.py/[CN]/Notted/[MT]/_notted_text/body"
4,0,0,1,0,0.000145806263522487,1,0,1,1,1522,1522,1522,1522,0,0,n,"pyramid_i18n.py/[CN]/LocalizerRequestMixin/[MT]/locale_name/body"
6,0,0,1,0,0.00021882190867207,1,0,1,1,698,698,698,698,0,0,n,"pyramid_config_views.py/[CN]/ViewsConfiguratorMixin/[MT]/_get_static_info/body"
3,0,0,1,0,0.000184089325612558,1,0,1,1,183,183,183,183,0,0,n,"pyramid_csrf.py/[CN]/LegacySessionCSRFStoragePolicy/[MT]/get_csrf_token/body"
2,2,2,2,0,0.0018965285969186,1,0,1,1,2561,1280,2496,65,0,0,n,"pyramid_interfaces.py/[CN]/ISecuredView/[MT]/__permitted__/body"
2,2,2,4,0,0.00123194409405262,3,0,3,0.5,2167,541,1471,0,0,0,n,"pyramid_interfaces.py/[CN]/IIntrospector/[MT]/relate/body"
2,0,0,1,0,0.000198690491457158,1,0,1,1,630,630,630,630,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_models_____init____.py/[MT]/get_engine/body"
2,1,1,3,0,0.0019520739137337,1,0,1,1,2561,853,2227,1,0,0,n,"pyramid_authentication.py/[MT]/b64decode/body"
166,110,36,85,0,0.011366321878058,15,13,2,0.423529411764706,2267,26,221,0,0,0,n,"pyramid_config_views.py/[CN]/ViewsConfiguratorMixin/[MT]/add_view/body"
37,8,9,5,0,0.000189053348863476,3,0,3,0.6,2072,414,1384,0,0,0,n,"pyramid_url.py/[CN]/URLMethodsMixin/[MT]/_partial_application_url/body"
5,0,0,1,0,0.0002942037524952,1,0,1,1,2152,2152,2152,2152,0,0,n,"pyramid_path.py/[CN]/DottedNameResolver/[MT]/_resolve/body"
4,2,1,2,0,0.000371166060780679,2,0,2,0.5,715,357,630,85,0,0,n,"docs_tutorials_wiki2_src_views_tutorial_views_default.py/[MT]/view_wiki/body"
2,2,2,2,0,0.000667864696423869,2,0,2,0.5,2166,1083,1471,694,0,0,n,"pyramid_interfaces.py/[CN]/IIntrospector/[MT]/categories/body"
3,0,0,1,0,9.39467802252957e-05,1,0,1,1,2537,2537,2537,2537,0,0,n,"pyramid_urldispatch.py/[MT]/update_pattern/body"
8,5,6,5,0,0.000970103472751668,4,0,4,0.4,2262,452,1214,0,0,0,n,"pyramid_url.py/[CN]/URLMethodsMixin/[MT]/static_path/body"
21,21,21,2,0,0.00040541646905957,2,0,2,0.5,1821,910,1221,599,0,0,n,"pyramid_util.py/[CN]/TopologicalSorter/[MT]/add/body"
4,3,3,2,0,0.000456681076257809,2,0,2,0.5,2349,1174,1175,1174,0,0,n,"pyramid_authentication.py/[CN]/SessionAuthenticationPolicy/[MT]/remember/body"
3,2,2,4,0,0.00125593830531691,1,0,1,1,2216,554,2145,0,0,0,n,"pyramid_scripts_pshell.py/[MT]/main/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/CustomPredicate/[MT]/text/body"
5,0,0,1,0,0.00020487686660201,1,0,1,1,986,986,986,986,0,0,n,"pyramid_util.py/[CN]/InstancePropertyHelper/[MT]/set_property/body"
3,3,3,2,0,0.000528089134131137,2,0,2,0.5,1634,817,1339,294,0,0,n,"pyramid_config_assets.py/[CN]/PackageOverrides/[MT]/get_data/body"
7,4,5,7,0,0.00157566304960528,1,0,1,1,2248,321,2156,0,0,0,n,"pyramid_config_____init____.py/[CN]/ActionState/[MT]/action/body"
2,0,0,1,0,0.00031279343719784,1,0,1,1,328,328,328,328,0,0,n,"pyramid_predicates.py/[CN]/XHRPredicate/[MT]/__call__/body"
8,0,0,1,0,0.000259334322269308,1,0,1,1,571,571,571,571,0,0,n,"pyramid_viewderivers.py/[CN]/DefaultViewMapper/[MT]/map_class/body"
2,0,0,1,0,0.000102941484728764,1,0,1,1,940,940,940,940,0,0,n,"pyramid_registry.py/[CN]/Registry/[MT]/_clear_view_lookup_cache/body"
4,0,0,1,0,0.000469517428188601,1,0,1,1,2216,2216,2216,2216,0,0,n,"pyramid_scaffolds_copydir.py/[MT]/substitute_content/body"
3,0,0,1,0,0.000172005115267003,1,0,1,1,465,465,465,465,0,0,n,"docs_quick__tutorial_authorization_tutorial_security.py/[MT]/check_password/body"
11,7,7,5,0,0.00190170903363376,2,0,2,0.8,2267,453,2165,3,0,0,n,"pyramid_config_security.py/[CN]/SecurityConfiguratorMixin/[MT]/set_authentication_policy/body"
3,0,0,1,0,0.000253169327707944,1,0,1,1,1463,1463,1463,1463,0,0,n,"pyramid_security.py/[CN]/AuthenticationAPIMixin/[MT]/_get_authentication_policy/body"
8,1,1,4,0,0.00085212468875065,2,0,2,0.75,719,179,408,0,0,0,n,"docs_quick__tour_sqla__demo_sqla__demo_views_default.py/[MT]/my_view/body"
20,14,6,5,0,0.00101180083006484,3,0,3,0.6,2055,411,769,4,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_scripts_initializedb.py/[MT]/main/body"
3,0,0,1,0,0.000150660863704411,1,0,1,1,1521,1521,1521,1521,0,0,n,"pyramid_httpexceptions.py/[CN]/HTTPException/[MT]/__call__/body"
4,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_databases_tutorial_views.py/[CN]/WikiViews/[MT]/wiki_view/body"
6,1,1,7,0,0.00359965532680411,1,0,1,1,2561,365,1810,0,0,0,n,"pyramid_view.py/[MT]/render_view_to_iterable/body"
7,0,0,1,0,0.000193956888534967,1,0,1,1,599,599,599,599,0,0,n,"pyramid_config_views.py/[CN]/ViewsConfiguratorMixin/[MT]/_check_view_options/body"
2,0,0,1,0,0.000129677158746207,1,0,1,1,1558,1558,1558,1558,0,0,n,"pyramid_config_util.py/[CN]/Notted/[MT]/phash/body"
2,2,2,2,0,0.000598544422149717,2,0,2,0.5,2152,1076,1471,680,0,0,n,"pyramid_interfaces.py/[CN]/IAssetDescriptor/[MT]/isdir/body"
4,0,0,1,0,0.000192747192633939,1,0,1,1,627,627,627,627,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_views_notfound.py/[MT]/notfound_view/body"
6,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_request__response_tutorial_____init____.py/[MT]/main/body"
12,2,2,3,0,0.00183450046578128,1,0,1,1,2561,853,1522,17,0,0,n,"pyramid_i18n.py/[MT]/negotiate_locale_name/body"
22,8,12,8,0,0.0021858373615004,3,1,2,0.5,2561,320,1316,0,0,0,n,"pyramid_encode.py/[MT]/urlencode/body"
16,11,4,8,0,0.00217444019045152,2,1,1,0.875,2267,283,2072,0,0,0,n,"pyramid_config_security.py/[CN]/SecurityConfiguratorMixin/[MT]/set_authorization_policy/body"
3,0,0,1,0,0.000108542373497972,1,0,1,1,691,691,691,691,0,0,n,"pyramid_static.py/[CN]/ManifestCacheBuster/[MT]/get_manifest/body"
26,4,4,7,0,0.00126478687819998,1,0,1,1,2383,340,1876,0,0,0,n,"pyramid_request.py/[MT]/call_app_with_subpath_as_path_info/body"
2,0,0,1,0,0.000604658022130007,1,0,1,1,2558,2558,2558,2558,0,0,n,"pyramid_interfaces.py/[CN]/ISessionFactory/[MT]/__call__/body"
2,2,2,2,0,0.000599682342117362,1,0,1,1,2152,1076,2152,0,0,0,n,"pyramid_path.py/[CN]/FSAssetDescriptor/[MT]/exists/body"
2,0,0,1,0,0.000111014094438884,1,0,1,1,421,421,421,421,0,0,n,"pyramid_scripting.py/[CN]/AppEnvironment/[MT]/__exit__/body"
7,1,0,2,0,0.000605872744063739,1,0,1,1,1507,753,1495,11,0,0,n,"docs_quick__tutorial_templating_tutorial_____init____.py/[MT]/main/body"
2,0,0,1,0,0.000651696997343965,1,0,1,1,2818,2818,2818,2818,0,0,n,"docs_conf.py/[MT]/raw/body"
4,0,0,1,0,0.000198690491457158,1,0,1,1,630,630,630,630,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_models_____init____.py/[MT]/get_session_factory/body"
7,0,0,1,0,0.000503316714765447,1,0,1,1,2260,2260,2260,2260,0,0,n,"pyramid_config_assets.py/[CN]/OverrideProvider/[MT]/resource_listdir/body"
5,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_threadlocal.py/[CN]/ThreadLocalManager/[MT]/get/body"
4,1,1,2,0,0.000298500787958482,2,0,2,0.5,2302,1151,2189,113,0,0,n,"pyramid_response.py/[CN]/response_adapter/[MT]/register/body"
2,0,0,1,0,0.00092177153284965,1,0,1,1,2330,2330,2330,2330,0,0,n,"pyramid_interfaces.py/[CN]/IResponse/[MT]/copy/body"
3,0,0,1,0,0.00124461614511145,1,0,1,1,2561,2561,2561,2561,0,0,n,"pyramid_threadlocal.py/[CN]/ThreadLocalManager/[MT]/pop/body"
8,5,13,14,0,0.00361582917607947,4,2,2,0.571428571428571,2544,181,798,0,0,0,n,"docs_tutorials_wiki2_src_views_tutorial_____init____.py/[MT]/main/body"
6,3,0,2,0,0.00027375430548966,2,0,2,0.5,621,310,608,12,0,0,n,"docs_tutorials_wiki2_src_authorization_tutorial_routes.py/[MT]/new_page_factory/body"
4,1,0,2,0,0.00136950560083778,2,0,2,0.5,2561,1280,2424,137,0,0,n,"pyramid_security.py/[CN]/PermitsResult/[MT]/msg/body"
8,2,2,3,0,0.000517958698317907,2,0,2,0.666666666666667,717,239,322,84,0,0,n,"docs_tutorials_wiki2_src_basiclayout_tutorial_views_default.py/[MT]/my_view/body"
2,2,2,4,0,0.00136162127126412,2,0,2,0.75,2167,541,1471,0,0,0,n,"pyramid_interfaces.py/[CN]/IIntrospectable/[MT]/unrelate/body"
13,8,3,4,0,0.00149904915583961,1,0,1,1,2267,566,2165,3,0,0,n,"pyramid_config_rendering.py/[CN]/RenderingConfiguratorMixin/[MT]/add_renderer/body"
12,12,14,13,0,0.00334052729859299,5,3,2,0.461538461538462,2545,195,1204,2,0,0,n,"docs_tutorials_wiki_src_models_tutorial_____init____.py/[MT]/main/body"
2,0,0,1,0,0.000261618289607761,1,0,1,1,2050,2050,2050,2050,0,0,n,"pyramid_compat.py/[MT]/is_bound_method/body"
6,3,1,4,0,0.00105548472070277,1,0,1,1,2555,638,2391,10,0,0,n,"pyramid_renderers.py/[CN]/RendererHelper/[MT]/settings/body"
4,0,0,1,0,0.000192747192633939,1,0,1,1,627,627,627,627,0,0,n,"docs_tutorials_wiki2_src_models_tutorial_views_notfound.py/[MT]/notfound_view/body"
2,2,2,2,0,0.000595447662537583,1,0,1,1,2292,1146,2272,19,0,0,n,"pyramid_renderers.py/[CN]/NullRendererHelper/[MT]/clone/body"
7,7,7,2,0,0.00116589044789337,1,0,1,1,2546,1273,2546,0,0,0,n,"docs_conf.py/[MT]/app_role/body"
5,0,0,1,0,0.000400569327007965,1,0,1,1,1507,1507,1507,1507,0,0,n,"docs_quick__tutorial_more__view__classes_tutorial_views.py/[CN]/TutorialViews/[MT]/full_name/body"
10,7,3,10,0,0.00278337828902865,4,3,1,0.7,2267,226,692,3,0,0,n,"pyramid_config_views.py/[CN]/ViewsConfiguratorMixin/[MT]/set_view_mapper/body"
